latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_(price+1),neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
40.73513,-74.0063,2,3,1.55,1,5,6.2166061010848646,0,0,1,0,0,1,0,0
40.71973,-73.98993,14,2,0.03,1,0,4.709530201312334,0,0,1,0,0,0,1,0
40.8067,-73.95799,6,12,0.47,2,251,4.68213122712422,0,0,1,0,0,0,1,0
40.7726,-73.92298000000002,4,41,2.22,1,120,5.198497031265826,0,0,0,1,0,1,0,0
40.6995,-73.93987,21,1,0.12,1,0,3.9318256327243257,0,1,0,0,0,0,1,0
40.73131,-73.98609,2,6,0.09,1,156,4.804021044733257,0,0,1,0,0,1,0,0
40.72857,-73.95688,2,72,3.93,2,165,5.278114659230517,0,1,0,0,0,0,1,0
40.79398,-73.9397,2,17,1.24,1,7,4.948759890378168,0,0,1,0,0,1,0,0
40.71966,-73.96265,30,14,0.36,1,330,5.111987788356544,0,1,0,0,0,1,0,0
40.7443,-73.97277,30,0,0.01,23,358,5.707110264748875,0,0,1,0,0,1,0,0
40.77632,-73.95458,1,389,6.51,2,254,4.564348191467836,0,0,1,0,0,0,1,0
40.8222,-73.94323,2,15,0.58,1,54,5.298317366548036,0,0,1,0,0,1,0,0
40.69341,-73.94176999999998,2,8,1.76,2,14,3.713572066704308,0,1,0,0,0,0,1,0
40.78953,-73.9432,1,4,0.7,2,69,4.189654742026425,0,0,1,0,0,0,1,0
40.63348,-73.94736999999998,1,20,0.58,8,189,4.564348191467836,0,1,0,0,0,0,1,0
40.64968,-73.97325,29,2,0.22,1,59,4.61512051684126,0,1,0,0,0,1,0,0
40.68684,-73.79921,2,13,2.36,1,87,4.394449154672439,0,0,0,1,0,1,0,0
40.76302,-73.96725,1,15,0.69,3,351,5.303304908059076,0,0,1,0,0,1,0,0
40.75651,-73.91485,2,70,2.64,1,175,5.198497031265826,0,0,0,1,0,1,0,0
40.72833,-73.98917,1,0,0.01,1,0,5.298317366548036,0,0,1,0,0,0,1,0
40.66709,-73.96095,2,0,0.01,1,6,5.017279836814924,0,1,0,0,0,1,0,0
40.77706,-73.98383000000003,15,0,0.01,1,23,5.5254529391317835,0,0,1,0,0,1,0,0
40.69813,-73.91991,7,1,0.05,1,0,3.58351893845611,0,1,0,0,0,0,1,0
40.76163,-73.96523,30,1,0.71,1,0,5.0106352940962555,0,0,1,0,0,1,0,0
40.69101,-73.8486,5,2,1.2,6,338,5.298317366548036,0,0,0,1,0,1,0,0
40.73799,-73.97821,3,36,2.14,3,266,5.081404364984463,0,0,1,0,0,1,0,0
40.8739,-73.90364,1,31,1.7,2,365,4.248495242049359,1,0,0,0,0,0,1,0
40.7192,-73.9965,30,4,0.22,11,328,5.25227342804663,0,0,1,0,0,1,0,0
40.77288,-73.94745,7,0,0.01,1,5,5.170483995038151,0,0,1,0,0,1,0,0
40.73559,-73.99985,30,0,0.01,1,340,5.298317366548036,0,0,1,0,0,1,0,0
40.69564,-73.97287,1,7,1.84,2,364,4.356708826689592,0,1,0,0,0,0,1,0
40.71217,-73.99483000000002,1,41,5.97,3,2,4.330733340286331,0,0,1,0,0,0,1,0
40.77359000000001,-73.94865,1,1,0.25,5,365,5.247024072160486,0,0,1,0,0,1,0,0
40.72529,-73.97756,2,23,0.51,1,0,4.836281906951478,0,0,1,0,0,0,1,0
40.76404,-73.9926,2,120,3.3,2,308,5.170483995038151,0,0,1,0,0,0,1,0
40.81338,-73.85821,2,5,5.0,1,86,4.330733340286331,1,0,0,0,0,1,0,0
40.86809,-73.90201,2,63,1.15,2,305,3.6375861597263857,1,0,0,0,0,0,1,0
40.78075,-73.95108,4,12,3.96,1,0,4.836281906951478,0,0,1,0,0,1,0,0
40.70161,-73.90484000000002,2,3,2.65,1,0,3.7612001156935624,0,0,0,1,0,0,1,0
40.76548,-73.99155,1,0,0.01,1,0,4.51085950651685,0,0,1,0,0,0,1,0
40.70432,-73.90015,5,133,3.5,2,49,4.477336814478207,0,0,0,1,0,1,0,0
40.68527,-73.9657,7,2,0.34,2,0,4.110873864173311,0,1,0,0,0,0,1,0
40.71044000000001,-73.93987,30,4,0.08,2,254,4.394449154672439,0,1,0,0,0,0,1,0
40.70903,-73.94416,2,14,1.89,2,14,4.110873864173311,0,1,0,0,0,0,1,0
40.70443,-73.93039,2,71,3.65,1,249,4.189654742026425,0,1,0,0,0,0,1,0
40.69315,-73.96412,3,1,0.03,1,0,4.770684624465665,0,1,0,0,0,1,0,0
40.69857,-73.9142,1,0,0.01,1,0,4.709530201312334,0,1,0,0,0,1,0,0
40.71832,-73.95566,4,7,0.63,1,5,5.017279836814924,0,1,0,0,0,1,0,0
40.73124,-73.95527,5,1,0.05,1,0,4.330733340286331,0,1,0,0,0,0,1,0
40.77668,-73.94819,3,0,0.01,1,0,4.867534450455582,0,0,1,0,0,1,0,0
40.73307,-73.95275,1,0,0.01,1,0,4.795790545596741,0,1,0,0,0,1,0,0
40.71052,-73.95149,2,0,0.01,2,134,4.110873864173311,0,1,0,0,0,0,1,0
40.67734,-73.96433,1,1,0.02,2,188,4.330733340286331,0,1,0,0,0,0,1,0
40.68964,-73.94884,3,0,0.01,1,0,3.6888794541139363,0,1,0,0,0,0,1,0
40.74913,-73.99575,39,25,0.35,19,245,4.543294782270004,0,0,1,0,0,1,0,0
40.76209,-73.99875,2,12,1.14,2,2,5.707110264748875,0,0,1,0,0,1,0,0
40.76514,-73.91212,1,16,3.38,7,308,4.143134726391533,0,0,0,1,0,0,1,0
40.72325,-74.00990999999998,2,6,0.25,1,19,6.90875477931522,0,0,1,0,0,1,0,0
40.69688,-73.93396,2,96,2.93,1,36,4.248495242049359,0,1,0,0,0,0,1,0
40.74371,-73.90876999999998,1,2,0.15,1,0,4.2626798770413155,0,0,0,1,0,0,1,0
40.64706,-73.96056999999998,30,1,0.63,1,0,4.543294782270004,0,1,0,0,0,0,1,0
40.71428,-73.95172,1,0,0.01,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.69319,-73.90547,30,0,0.01,3,142,3.9889840465642745,0,1,0,0,0,0,1,0
40.72782,-73.9862,1,0,0.01,1,0,4.709530201312334,0,0,1,0,0,0,1,0
40.76865,-73.98671999999998,3,0,0.01,2,0,4.983606621708336,0,0,1,0,0,0,1,0
40.75743,-73.99638,3,80,3.7,2,16,4.248495242049359,0,0,1,0,0,0,1,0
40.71349,-73.9629,5,26,0.47,1,0,5.111987788356544,0,1,0,0,0,1,0,0
40.77655,-73.91304000000002,1,12,0.63,1,0,3.9318256327243257,0,0,0,1,0,0,1,0
40.66392000000001,-73.95994,1,52,5.98,1,81,4.709530201312334,0,1,0,0,0,1,0,0
40.77472,-73.92825,3,0,0.01,1,43,4.330733340286331,0,0,0,1,0,0,1,0
40.70683,-73.94582,1,0,0.01,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.66098,-73.88828000000002,3,29,1.57,13,90,3.828641396489095,0,1,0,0,0,0,1,0
40.70629,-73.92884000000002,2,3,0.06,1,0,4.61512051684126,0,1,0,0,0,1,0,0
40.73682,-74.00238,2,47,1.16,1,361,5.075173815233827,0,0,1,0,0,1,0,0
40.7564,-73.97242,1,1,0.16,11,180,6.054439346269371,0,0,1,0,0,0,1,0
40.76641,-73.94561,1,1,0.02,1,0,3.828641396489095,0,0,1,0,0,0,0,1
40.72973,-74.00166,2,2,2.0,1,177,5.521460917862246,0,0,1,0,0,1,0,0
40.7442,-73.98748,2,54,1.49,1,58,6.907755278982137,0,0,1,0,0,1,0,0
40.8372,-73.94196,1,2,0.11,1,0,3.258096538021482,0,0,1,0,0,0,1,0
40.54179,-74.14275,1,1,1.0,1,87,5.4638318050256105,0,0,0,0,1,0,1,0
40.71808,-73.95839000000002,2,0,0.01,1,69,5.303304908059076,0,1,0,0,0,0,1,0
40.73844,-73.99262,60,0,0.01,1,0,5.017279836814924,0,0,1,0,0,0,1,0
40.65497,-73.96169,2,45,1.08,4,345,4.948759890378168,0,1,0,0,0,1,0,0
40.65262,-73.94211,30,23,0.44,2,221,4.700480365792417,0,1,0,0,0,1,0,0
40.77902,-73.90768,2,2,0.03,1,365,4.61512051684126,0,0,0,1,0,0,1,0
40.57941,-73.975,1,12,1.03,1,90,4.330733340286331,0,1,0,0,0,0,1,0
40.73015,-74.00304,3,17,1.16,1,334,5.993961427306569,0,0,1,0,0,1,0,0
40.74568,-73.98321,7,6,0.08,1,191,5.62040086571715,0,0,1,0,0,1,0,0
40.7069,-73.96833000000002,2,1,0.03,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.76189,-73.98961,3,1,0.03,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.62568,-73.94708,2,0,0.01,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.75383,-73.99733,4,0,0.01,1,0,4.983606621708336,0,0,1,0,0,0,0,1
40.69002,-73.96002,12,2,0.05,3,281,3.828641396489095,0,1,0,0,0,0,1,0
40.75732,-73.91557,3,0,0.01,1,227,4.912654885736052,0,0,0,1,0,1,0,0
40.75525,-73.99412,1,66,1.51,3,231,5.135798437050262,0,0,1,0,0,1,0,0
40.84114,-73.93639,5,33,1.17,3,1,4.248495242049359,0,0,1,0,0,0,1,0
40.78442,-73.94722,5,70,1.81,2,310,4.709530201312334,0,0,1,0,0,1,0,0
40.66537,-73.98559,3,6,0.17,1,1,5.017279836814924,0,1,0,0,0,1,0,0
40.78495,-73.9503,7,1,0.02,1,0,4.912654885736052,0,0,1,0,0,1,0,0
40.70571,-74.01031,3,1,0.09,1,365,5.5254529391317835,0,0,1,0,0,0,1,0
40.68173,-73.91342,1,93,4.28,6,176,0.0,0,1,0,0,0,0,1,0
40.81192,-73.95239000000002,5,2,0.04,1,0,4.382026634673881,0,0,1,0,0,0,1,0
40.70585,-73.94178000000002,6,4,0.15,1,0,4.709530201312334,0,1,0,0,0,1,0,0
40.70481,-74.00805,30,0,0.01,87,365,5.602118820879701,0,0,1,0,0,1,0,0
40.80456,-73.96521,1,4,0.15,1,0,4.836281906951478,0,0,1,0,0,0,1,0
40.76251,-73.98392,1,0,0.01,15,292,4.61512051684126,0,0,1,0,0,0,1,0
40.83168,-73.91977,5,33,1.96,1,176,3.871201010907891,1,0,0,0,0,0,1,0
40.68,-73.95526,3,5,0.13,1,0,3.9318256327243257,0,1,0,0,0,0,1,0
40.80514,-73.96349000000002,8,0,0.01,1,0,4.2626798770413155,0,0,1,0,0,0,1,0
40.72811,-73.98824,1,0,0.01,7,0,5.655991810819852,0,0,1,0,0,0,1,0
40.71821,-73.99506,1,0,0.01,1,312,5.303304908059076,0,0,1,0,0,1,0,0
40.72351,-73.99627,3,0,0.01,1,13,4.61512051684126,0,0,1,0,0,1,0,0
40.7687,-73.91975,4,5,0.15,1,66,5.0106352940962555,0,0,0,1,0,1,0,0
40.72575,-73.98236,3,10,1.6,1,61,5.25227342804663,0,0,1,0,0,1,0,0
40.69415,-73.92987,1,0,0.01,1,0,3.828641396489095,0,1,0,0,0,0,1,0
40.67659,-74.00643000000002,10,1,0.02,2,0,3.58351893845611,0,1,0,0,0,0,1,0
40.73351,-73.71299,2,39,0.85,1,222,4.189654742026425,0,0,0,1,0,0,1,0
40.76952,-73.98957,3,41,1.64,1,0,4.912654885736052,0,0,1,0,0,1,0,0
40.80707,-73.92974,5,1,0.67,1,0,5.303304908059076,1,0,0,0,0,1,0,0
40.75575,-73.83261,2,45,1.77,2,45,4.110873864173311,0,0,0,1,0,0,1,0
40.70148,-73.91834,3,9,0.74,1,0,4.51085950651685,0,1,0,0,0,1,0,0
40.68328,-73.93719,2,20,0.9,1,0,4.330733340286331,0,1,0,0,0,1,0,0
40.73546,-73.98057,2,0,0.01,1,0,7.0909098220799835,0,0,1,0,0,1,0,0
40.66204000000001,-73.76597,1,50,3.49,2,355,4.110873864173311,0,0,0,1,0,0,1,0
40.7348,-73.95543,6,1,0.13,1,154,5.017279836814924,0,1,0,0,0,1,0,0
40.66447,-73.91743000000002,2,75,1.73,2,249,4.248495242049359,0,1,0,0,0,0,1,0
40.80288,-73.96484,3,6,0.15,1,0,4.836281906951478,0,0,1,0,0,0,1,0
40.72872,-73.98098,2,29,0.76,1,0,5.5254529391317835,0,0,1,0,0,1,0,0
40.78227,-73.9841,3,9,0.12,2,353,6.398594934535208,0,0,1,0,0,1,0,0
40.82778,-73.94884,1,131,2.5,1,0,4.2626798770413155,0,0,1,0,0,0,1,0
40.81377,-73.96166,1,2,0.05,1,0,3.8501476017100584,0,0,1,0,0,0,1,0
40.66723,-73.98043,2,18,0.31,1,58,4.61512051684126,0,1,0,0,0,1,0,0
40.72372,-73.99318000000002,2,0,0.01,1,2,5.5254529391317835,0,0,1,0,0,1,0,0
40.72293,-73.98918,4,72,2.94,1,109,5.303304908059076,0,0,1,0,0,1,0,0
40.70287,-73.98518,7,0,0.01,1,0,5.303304908059076,0,1,0,0,0,0,1,0
40.75527,-73.90835,31,2,0.16,18,362,3.713572066704308,0,0,0,1,0,0,1,0
40.64175,-73.89228,2,56,4.47,1,133,4.61512051684126,0,1,0,0,0,1,0,0
40.74361,-73.97523000000002,29,0,0.01,121,364,5.480638923341991,0,0,1,0,0,1,0,0
40.77989,-73.95159,1,21,1.44,1,25,4.836281906951478,0,0,1,0,0,1,0,0
40.82351,-73.94046999999998,10,57,1.03,1,6,4.454347296253507,0,0,1,0,0,0,1,0
40.73557,-73.98589,14,1,0.04,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.73021,-74.00091,3,7,0.63,1,0,4.718498871295094,0,0,1,0,0,0,1,0
40.69268,-73.93848,1,12,0.86,1,89,5.860786223465865,0,1,0,0,0,1,0,0
40.76212,-73.99771,3,2,2.0,1,341,5.638354669333745,0,0,1,0,0,1,0,0
40.67819,-73.78919,1,0,0.01,4,177,4.110873864173311,0,0,0,1,0,1,0,0
40.76876,-73.99473,2,28,0.34,1,358,4.51085950651685,0,0,1,0,0,0,1,0
40.77271,-73.93159,1,0,0.01,1,0,5.303304908059076,0,0,0,1,0,0,1,0
40.76309000000001,-73.95697,3,12,0.34,1,301,5.860786223465865,0,0,1,0,0,1,0,0
40.76428,-73.83225,3,35,0.61,1,158,4.0943445622221,0,0,0,1,0,0,1,0
40.73433,-73.95401,4,31,0.91,1,24,5.049856007249537,0,1,0,0,0,1,0,0
40.70025,-73.92175,3,2,0.07,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.68018,-73.97596,2,153,3.0,3,0,4.7535901911063645,0,1,0,0,0,0,1,0
40.76687,-73.98273,30,2,0.06,39,188,5.993961427306569,0,0,1,0,0,1,0,0
40.76758,-73.98722,30,2,0.04,52,223,4.454347296253507,0,0,1,0,0,1,0,0
40.7128,-73.93984,1,0,0.01,1,90,4.605170185988092,0,1,0,0,0,0,1,0
40.68444,-73.9287,30,17,0.5,2,113,4.532599493153256,0,1,0,0,0,1,0,0
40.72394,-73.98872,2,3,0.08,1,0,5.111987788356544,0,0,1,0,0,1,0,0
40.77382,-73.9535,2,6,0.95,1,11,5.081404364984463,0,0,1,0,0,1,0,0
40.7231,-73.9927,2,0,0.01,1,0,4.394449154672439,0,0,1,0,0,0,1,0
40.68929,-73.9216,14,1,0.73,1,67,3.828641396489095,0,1,0,0,0,0,1,0
40.68746,-73.95936,14,1,0.03,1,0,3.871201010907891,0,1,0,0,0,0,1,0
40.78558,-73.97703,2,0,0.01,2,362,5.831882477283517,0,0,1,0,0,0,1,0
40.87133,-73.91561999999998,2,74,1.98,1,310,3.9318256327243257,0,0,1,0,0,0,1,0
40.66705,-73.9927,5,0,0.01,1,0,3.713572066704308,0,1,0,0,0,0,1,0
40.69797,-73.992,3,0,0.01,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.70206,-73.90935999999998,3,106,1.61,1,87,4.0943445622221,0,0,0,1,0,0,1,0
40.67116,-73.93581999999998,1,1,0.02,1,0,3.713572066704308,0,1,0,0,0,0,1,0
40.65694000000001,-73.92728000000002,30,13,0.48,3,37,4.9344739331306915,0,1,0,0,0,0,1,0
40.74804,-73.94171999999998,2,8,0.56,1,0,5.170483995038151,0,0,0,1,0,1,0,0
40.6491,-73.92532,3,12,1.21,1,167,4.330733340286331,0,1,0,0,0,1,0,0
40.68348,-73.96394000000002,5,0,0.01,1,0,4.605170185988092,0,1,0,0,0,1,0,0
40.84267,-73.93816,1,0,0.01,1,1,4.454347296253507,0,0,1,0,0,1,0,0
40.81073,-73.9437,7,67,0.87,1,0,4.2626798770413155,0,0,1,0,0,0,1,0
40.68568,-73.96244,2,232,4.31,1,261,5.2832037287379885,0,1,0,0,0,1,0,0
40.68161,-73.90796,2,295,3.56,2,210,4.110873864173311,0,1,0,0,0,0,1,0
40.71855,-73.96359,3,1,0.03,1,0,4.454347296253507,0,1,0,0,0,0,1,0
40.78696,-73.97293,3,0,0.01,1,0,4.836281906951478,0,0,1,0,0,0,0,1
40.86411,-73.92353,30,0,0.01,37,0,3.5263605246161616,0,0,1,0,0,0,1,0
40.66155,-73.94674,2,20,0.73,2,0,4.882801922586371,0,1,0,0,0,1,0,0
40.67351,-73.89267,5,80,1.73,2,256,5.049856007249537,0,1,0,0,0,1,0,0
40.70495,-73.9209,1,202,3.74,1,73,3.6375861597263857,0,1,0,0,0,0,1,0
40.7159,-73.94397,5,1,0.42,2,73,4.51085950651685,0,1,0,0,0,0,1,0
40.75096,-73.88423,3,7,0.68,1,28,5.170483995038151,0,0,0,1,0,1,0,0
40.68886,-73.91906,5,65,2.18,1,60,4.564348191467836,0,1,0,0,0,0,1,0
40.69462,-73.93249,4,0,0.01,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.81056,-73.94627,3,28,0.5,1,329,5.0106352940962555,0,0,1,0,0,1,0,0
40.74002,-73.97914,30,0,0.01,8,365,5.049856007249537,0,0,1,0,0,1,0,0
40.8233,-73.95121999999998,3,0,0.01,2,326,4.836281906951478,0,0,1,0,0,1,0,0
40.76798,-73.96755,30,4,0.3,12,57,4.948759890378168,0,0,1,0,0,1,0,0
40.85365,-73.93298,15,1,0.03,3,159,4.110873864173311,0,0,1,0,0,0,1,0
40.70516,-73.95455,14,76,0.76,6,343,4.795790545596741,0,1,0,0,0,0,1,0
40.67469000000001,-73.98368,2,55,4.41,1,215,5.438079308923196,0,1,0,0,0,1,0,0
40.76558,-73.98785,1,3,1.76,6,365,4.330733340286331,0,0,1,0,0,0,0,1
40.7383,-73.80866999999998,1,9,0.72,5,365,4.189654742026425,0,0,0,1,0,0,1,0
40.72699,-73.98576,2,3,3.0,1,163,5.424950017481403,0,0,1,0,0,1,0,0
40.67555,-73.95298000000003,2,0,0.01,1,363,4.454347296253507,0,1,0,0,0,0,1,0
40.67072,-73.79534,1,1,0.86,1,281,5.993961427306569,0,0,0,1,0,1,0,0
40.72707,-73.95681,1,3,0.05,1,0,4.330733340286331,0,1,0,0,0,0,1,0
40.7203,-73.95729,3,22,1.43,1,305,4.859812404361672,0,1,0,0,0,0,1,0
40.70916,-73.96252,4,13,1.85,2,280,4.2626798770413155,0,1,0,0,0,0,1,0
40.81134,-73.95531,5,87,1.7,1,99,5.049856007249537,0,0,1,0,0,1,0,0
40.7286,-73.99971,1,81,2.64,1,258,5.62040086571715,0,0,1,0,0,1,0,0
40.664,-73.99233000000002,2,4,4.0,2,296,4.912654885736052,0,1,0,0,0,1,0,0
40.71423,-73.95305,4,160,1.92,1,23,4.499809670330265,0,1,0,0,0,0,1,0
40.82621,-73.94549,1,139,6.9,1,41,4.564348191467836,0,0,1,0,0,1,0,0
40.5781,-73.95455,2,8,0.1,1,2,4.330733340286331,0,1,0,0,0,1,0,0
40.76145,-73.92273,3,6,0.18,2,10,4.51085950651685,0,0,0,1,0,0,1,0
40.74344,-74.00747,3,2,1.5,4,177,6.214608098422191,0,0,1,0,0,1,0,0
40.63436,-73.96126,2,13,0.7,1,5,4.51085950651685,0,1,0,0,0,1,0,0
40.77243,-73.95744,2,10,0.4,1,0,5.707110264748875,0,0,1,0,0,0,1,0
40.79501,-73.97131999999998,3,2,0.06,1,0,5.111987788356544,0,0,1,0,0,1,0,0
40.70958,-73.93578000000002,30,15,0.18,1,0,4.51085950651685,0,1,0,0,0,1,0,0
40.75062,-73.98246999999998,30,13,0.23,14,167,4.330733340286331,0,0,1,0,0,1,0,0
40.64047,-73.99687,3,8,0.77,4,88,3.258096538021482,0,1,0,0,0,0,0,1
40.6856,-73.91413,2,4,0.86,2,0,4.382026634673881,0,1,0,0,0,1,0,0
40.68824,-73.95047,1,3,0.43,1,0,3.5553480614894135,0,1,0,0,0,0,1,0
40.80508,-73.94941999999998,2,70,3.24,2,0,4.836281906951478,0,0,1,0,0,0,1,0
40.69525,-73.91385,3,16,0.31,2,72,5.5254529391317835,0,1,0,0,0,1,0,0
40.73325,-73.98789000000002,3,64,1.15,3,0,4.584967478670572,0,0,1,0,0,0,1,0
40.68887,-73.8448,1,1,0.06,1,0,3.4339872044851463,0,0,0,1,0,0,1,0
40.64707,-73.96278000000002,5,2,0.09,1,0,4.454347296253507,0,1,0,0,0,1,0,0
40.72174,-73.99639,2,5,0.12,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.67824,-73.96966,1,102,2.98,13,281,4.02535169073515,0,1,0,0,0,0,1,0
40.75756,-73.99318000000002,1,0,0.01,1,0,5.303304908059076,0,0,1,0,0,1,0,0
40.60795,-73.98955,1,5,0.19,1,364,4.499809670330265,0,1,0,0,0,0,1,0
40.74462,-73.94913000000003,1,3,0.23,1,0,4.709530201312334,0,0,0,1,0,1,0,0
40.73406,-74.00963,2,2,0.05,1,0,5.703782474656201,0,0,1,0,0,1,0,0
40.80351,-73.95648,10,6,0.07,2,63,4.564348191467836,0,0,1,0,0,0,1,0
40.74271,-73.97533,29,0,0.01,121,184,5.3471075307174685,0,0,1,0,0,1,0,0
40.7146,-73.98423000000003,3,5,0.11,4,0,4.499809670330265,0,0,1,0,0,0,1,0
40.73795,-74.00593,3,29,0.38,1,22,6.206575926724928,0,0,1,0,0,1,0,0
40.6848,-73.92974,2,5,1.39,2,64,4.875197323201151,0,1,0,0,0,1,0,0
40.7267,-73.98316,1,5,1.9,5,0,4.605170185988092,0,0,1,0,0,0,1,0
40.68537,-73.87442,3,0,0.01,3,364,5.5254529391317835,0,1,0,0,0,0,1,0
40.75303,-73.97327,2,9,0.26,3,0,5.14166355650266,0,0,1,0,0,1,0,0
40.73767,-73.95732,6,3,0.16,1,0,4.110873864173311,0,1,0,0,0,0,1,0
40.69447,-73.92213000000002,2,1,0.02,1,0,3.6109179126442243,0,1,0,0,0,0,1,0
40.80602,-73.95508000000002,1,24,3.79,1,85,5.198497031265826,0,0,1,0,0,1,0,0
40.62317,-74.02535,1,1,0.02,1,0,4.02535169073515,0,1,0,0,0,0,1,0
40.7036,-73.92496,1,4,2.31,1,71,3.9512437185814275,0,1,0,0,0,0,1,0
40.75611,-73.97209000000002,1,1,0.38,11,178,5.799092654460526,0,0,1,0,0,0,1,0
40.79805,-73.93526999999997,2,62,4.14,1,9,4.189654742026425,0,0,1,0,0,0,1,0
40.80505,-73.94894000000002,7,0,0.01,1,23,4.51085950651685,0,0,1,0,0,1,0,0
40.67615,-73.95776,14,43,0.8,1,313,3.9318256327243257,0,1,0,0,0,0,1,0
40.79711,-73.93255,2,34,1.53,1,86,4.48863636973214,0,0,1,0,0,0,1,0
40.76031,-73.91583,6,0,0.01,1,83,5.198497031265826,0,0,0,1,0,0,1,0
40.72626,-73.97822,1,4,0.09,1,0,4.61512051684126,0,0,1,0,0,0,1,0
40.69331,-73.93030999999998,1,1,0.14,2,0,3.828641396489095,0,1,0,0,0,0,1,0
40.75614,-73.96706,5,30,1.4,1,0,5.420534999272286,0,0,1,0,0,1,0,0
40.61603,-74.08666,1,70,8.43,1,300,4.189654742026425,0,0,0,0,1,1,0,0
40.77558,-73.90505999999998,2,1,1.0,1,5,5.1647859739235145,0,0,0,1,0,1,0,0
40.7924,-73.97265,4,17,0.55,1,0,4.454347296253507,0,0,1,0,0,1,0,0
40.7132,-74.00941999999998,30,0,0.01,232,332,5.5093883366279774,0,0,1,0,0,1,0,0
40.72765,-73.98199,2,1,0.02,1,0,5.298317366548036,0,0,1,0,0,1,0,0
40.76316,-73.82337,1,4,4.0,6,364,4.605170185988092,0,0,0,1,0,0,1,0
40.7456,-73.99852,2,2,0.06,1,0,3.970291913552122,0,0,1,0,0,0,1,0
40.83851,-73.94579,3,0,0.01,1,344,4.795790545596741,0,0,1,0,0,0,1,0
40.64277,-73.9744,2,11,0.3,1,0,4.564348191467836,0,1,0,0,0,1,0,0
40.68781,-73.98012,1,0,0.01,1,9,5.303304908059076,0,1,0,0,0,0,0,1
40.69472,-73.92376,2,3,0.14,2,0,3.8066624897703196,0,1,0,0,0,0,1,0
40.69715,-73.92243,14,0,0.01,1,0,4.110873864173311,0,1,0,0,0,1,0,0
40.71329,-73.96223,2,7,0.23,5,0,4.110873864173311,0,1,0,0,0,0,1,0
40.8036,-73.95308,4,0,0.01,1,88,5.017279836814924,0,0,1,0,0,0,1,0
40.75078,-73.87949,1,4,2.11,4,354,3.367295829986474,0,0,0,1,0,0,0,1
40.76168,-73.99144,4,1,0.04,1,0,5.081404364984463,0,0,1,0,0,1,0,0
40.71988,-73.94239,4,0,0.01,1,0,5.0106352940962555,0,1,0,0,0,1,0,0
40.76316,-73.80869,1,0,0.01,7,329,4.02535169073515,0,0,0,1,0,0,1,0
40.73343,-73.95638000000002,3,3,0.1,4,244,3.912023005428146,0,1,0,0,0,0,1,0
40.62815,-73.92898000000002,2,15,2.2,3,329,4.248495242049359,0,1,0,0,0,0,1,0
40.67872,-73.98286,1,171,3.82,8,236,4.787491742782046,0,1,0,0,0,0,1,0
40.75873,-73.99041,3,18,0.89,4,365,4.969813299576001,0,0,1,0,0,0,1,0
40.68696,-73.91382,2,179,4.47,1,123,4.330733340286331,0,1,0,0,0,1,0,0
40.79606,-73.94881,1,1,0.02,1,0,3.4339872044851463,0,0,1,0,0,0,1,0
40.65562,-74.00295,2,3,0.08,1,0,3.713572066704308,0,1,0,0,0,0,1,0
40.73125,-73.95905,2,8,0.16,1,0,5.017279836814924,0,1,0,0,0,1,0,0
40.74265,-73.89780999999998,2,61,0.93,1,353,4.382026634673881,0,0,0,1,0,0,1,0
40.73714,-73.97962,1,11,1.51,5,312,5.247024072160486,0,0,1,0,0,1,0,0
40.68317,-73.91431999999998,3,3,0.07,1,0,3.713572066704308,0,1,0,0,0,0,1,0
40.72428,-73.97957,4,1,0.05,1,0,6.2166061010848646,0,0,1,0,0,1,0,0
40.57608,-73.9614,1,34,1.01,3,343,3.58351893845611,0,1,0,0,0,0,0,1
40.6707,-73.99118,1,9,0.31,1,0,3.6375861597263857,0,1,0,0,0,0,0,1
40.73352,-73.85237,1,85,2.13,1,308,4.248495242049359,0,0,0,1,0,1,0,0
40.76395,-73.99006999999997,2,1,0.03,1,0,4.174387269895637,0,0,1,0,0,0,1,0
40.6861,-73.93997,2,146,5.82,5,88,4.110873864173311,0,1,0,0,0,1,0,0
40.74103,-73.97451,4,2,0.56,1,4,5.198497031265826,0,0,1,0,0,1,0,0
40.67205,-73.95092,12,24,0.41,1,64,4.51085950651685,0,1,0,0,0,0,1,0
40.71947,-73.95676999999998,30,3,0.09,3,36,5.393627546352362,0,1,0,0,0,1,0,0
40.64245,-73.95215999999998,2,42,3.73,6,87,4.330733340286331,0,1,0,0,0,1,0,0
40.70797,-74.00534,29,0,0.01,327,354,4.8283137373023015,0,0,1,0,0,1,0,0
